Word;POS;Polarity;#+;#-;#0;#iteration
panejar;vrb;0;0;0;1;4;
murar;vrb;+;2;0;0;3;
provindo;adj;+;2;0;0;3;
enjoado;adj;-;0;2;0;4;
acomodamento;nom;+;1;0;0;5;
estarrecer;vrb;A;1;0;1;4;
descendentes;nom;+;1;0;0;5;
neto;nom;+;2;0;0;6;
onerante;adj;-;0;1;0;5;
arestizar;vrb;0;0;0;1;4;
desconsiderado;adj;+;1;0;0;5;
rebrilhar;vrb;+;1;0;0;4;
zonzom;nom;-;0;1;0;3;
adubo;nom;-;0;1;0;3;
bastida;nom;+;1;0;0;5;
aceleradela;nom;-;0;1;0;5;
barbiteso;adj;+;1;0;0;4;
decruar;vrb;0;0;0;1;4;
porco-sujo;nom;-;0;1;0;5;
vanguarda;nom;+;1;0;0;4;
escarumar;vrb;-;0;1;0;4;
ganapa;nom;-;0;1;0;6;
frouxel;nom;+;2;0;0;4;
relapso;nom,adj;A;1;1;0;6;
obturação;nom;-;0;1;0;4;
cavaleiro;nom;+;1;0;0;4;
montador;nom;+;1;0;0;5;
frivolamente;adv;-;0;1;0;9;
ofensivo;adj;-;0;2;0;3;
adeus;nom;+;2;0;0;4;
anunciador;nom,adj;+;4;0;0;5;
aposta;nom;+;1;0;0;4;
cambaleante;adj;-;0;1;0;4;
aradar;vrb;+;1;0;0;4;
carteira;nom;-;0;1;0;6;
justamente;adv;+;1;0;0;3;
jacular;vrb;0;0;0;2;3;
inapreciável;adj;-;0;1;0;4;
manjar;vrb,nom;+;1;0;0;4;
espiral;nom;+;2;0;0;6;
enrevesar;vrb;-;0;1;0;2;
genialmente;adv;+;1;0;0;10;
oxígono;adj;-;0;1;0;6;
displicente;adj;-;0;1;0;4;
ripanço;nom;+;2;0;0;4;
desenfado;nom;+;2;0;0;3;
desagastamento;nom;+;2;0;0;4;
molídia;nom;-;0;1;0;6;
anojoso;adj;-;0;1;0;5;
zoadeira;nom;-;0;1;0;4;
desajeitar;vrb;0;0;0;1;5;
raposeiro;adj;-;0;1;0;3;
dissemelhança;nom;-;0;3;0;4;
mendácia;nom;-;0;1;0;2;
embaucar;vrb;+;1;0;0;4;
maleitoso;adj;-;0;1;0;4;
pergunta;nom;-;0;1;0;3;
confusamente;adv;+;1;0;0;9;
injustamente;adv;-;0;1;0;9;
iniquamente;adv;-;0;1;0;10;
ofensor;nom;+;1;0;0;6;
punidor;nom;+;1;0;0;7;
preordenar;vrb;+;1;0;0;5;
alfama;nom;+;2;0;0;4;
desaustinado;adj;-;0;1;0;3;
diferido;adj;-;0;1;0;4;
capear;vrb;+;1;0;0;4;
inconsonância;nom;-;0;1;0;5;
argueiro;nom;+;1;0;0;4;
francelho;nom;-;0;1;0;4;
botija;nom;-;0;1;0;6;
deserdar;vrb;+;2;0;0;5;
chalado;adj;-;0;1;0;5;
flipar;vrb;-;0;1;0;4;
espatifado;adj;-;0;1;0;4;
relacionamento;nom;+;1;0;0;4;
afeito;adj;A;1;1;0;4;
balseiro;nom;A;1;1;0;5;
imaginador;nom,adj;-;0;1;0;5;
sofisticado;adj;-;1;3;0;3;
compensativo;adj;+;1;0;0;4;
obrigações;nom;+;2;0;0;4;
consternar;vrb;-;0;1;0;3;
transluzir;vrb;+;3;0;0;3;
reslumbrar;vrb;+;2;0;0;4;
asserto;nom;+;1;0;0;4;
desaguisar;vrb;-;0;2;0;4;
inoperação;nom;+;1;0;0;4;
máquina;nom;+;1;0;0;3;
malbaratador;nom;-;0;3;0;4;
sangradura;nom;-;0;1;0;11;
sangra;nom;-;0;1;0;12;
haxixe;nom;-;0;1;0;4;
infecundidade;nom;-;0;1;0;5;
pingoso;adj;+;1;0;0;4;
poro;nom;-;0;1;0;5;
transpiradeiro;nom;-;0;1;0;4;
entrepresa;nom;+;1;0;0;5;
teagem;nom;+;2;0;0;4;
perfunctório;adj;A;1;1;0;4;
exigência;nom;+;1;0;0;3;
pretensão;nom;-;1;2;0;3;
indirecto;adj;-;0;2;0;3;
complexado;adj;+;1;0;0;6;
trasvisto;adj;-;0;1;0;4;
improporcionado;adj;-;0;1;0;4;
liquidação;nom;+;3;0;0;4;
malbarato;nom;+;1;0;0;3;
encristado;adj;+;2;0;0;4;
descometer;vrb;+;2;0;0;5;
tendencioso;adj;+;2;0;0;4;
prefixar;vrb;0;0;0;2;3;
nanocefalia;nom;-;0;1;0;6;
choucha;nom;-;0;1;0;4;
esbagoar;vrb;+;2;0;0;5;
debagar;vrb;+;1;0;0;6;
agrupar-se;vrb;0;0;0;2;4;
atecnia;nom;-;0;1;0;5;
realengo;adj;+;2;0;0;4;
cacetada;nom;-;0;2;0;4;
estropeada;nom;-;0;1;0;3;
trasguear;vrb;+;1;0;0;4;
anervia;nom;-;0;1;0;6;
i;adv;+;1;0;0;9;
macabro;adj;-;0;4;0;3;
cupulim;nom;+;1;0;0;7;
dobadoira;nom;A;1;1;0;4;
descobrimento;nom;+;1;0;0;3;
adoestar;vrb;+;1;0;0;4;
acetato;nom;+;1;0;0;4;
etanoato;nom;+;1;0;0;5;
exponencial;adj;+;1;0;0;3;
afogado;adj;-;0;1;0;4;
chumbado;adj;-;0;1;0;3;
procumbir;vrb;-;0;2;0;3;
alfeninado;adj;A;1;1;0;3;
ogre;nom;-;0;2;0;5;
proximamente;adv;+;1;0;0;5;
contiguamente;adv;+;1;0;0;6;
desnorteador;adj;+;1;0;0;7;
desnorteante;adj;+;1;0;0;6;
entouriçado;adj;0;0;0;1;3;
divicioso;adj;+;1;0;0;3;
bestialmente;adv;0;0;0;1;1;
arejar;vrb;+;5;1;0;4;
miúdos;nom;-;0;1;0;4;
rebalsar;vrb;+;1;0;0;6;
acalcanhar;vrb;-;0;2;0;2;
invulnerável;adj;+;2;0;0;4;
enunciado;adj;+;2;0;0;5;
épico;adj;+;2;0;0;3;
foda;nom;+;1;0;0;4;
parentes;nom;+;1;0;0;6;
propínquo;nom,adj;+;2;0;0;5;
tampa;nom;+;3;0;0;4;
parolador;nom;+;2;1;0;5;
zape;nom;+;1;0;0;4;
desconchegar;vrb;+;2;0;0;4;
hipnotismo;nom;+;1;0;0;4;
desalmado;adj;-;0;1;0;2;
possidente;nom;+;1;0;0;3;
arroteado;adj;+;1;0;0;6;
genesíaco;adj;+;1;0;0;5;
revezar;vrb;0;0;0;1;3;
ómega;nom;+;2;0;0;3;
matulão;nom;-;0;1;0;4;
ruflo;nom;-;0;1;0;3;
reencher;vrb;+;1;0;0;4;
rugas;nom;-;0;1;0;4;
inicial;adj;+;1;0;0;3;
louvaminhar;vrb;+;1;0;0;4;
desmoralizar-se;vrb;-;0;1;0;3;
avacalhar;vrb;-;0;1;0;2;
touça;nom;0;0;0;1;3;
remedeio;nom;+;1;0;0;3;
fascinar;vrb;+;1;0;0;4;
brandão;nom;+;3;0;0;5;
sugilação;nom;-;0;1;0;4;
moimento;nom;-;0;1;0;5;
chuchado;adj;-;0;4;0;4;
machucado;adj;-;0;1;0;9;
baú;nom;-;0;1;0;4;
incitador;nom;+;1;0;0;5;
gíria;nom;A;1;1;0;4;
imanidade;nom;-;0;1;0;1;
amiga;nom;+;1;0;0;5;
guarnecimento;nom;-;0;1;0;3;
gigolô;nom;-;0;1;0;6;
irresistível;adj;+;2;0;0;3;
indeterminável;adj;-;0;2;0;4;
ulcerar;vrb;-;0;1;0;3;
malesso;adj;-;0;1;0;4;
redobramento;nom;0;0;0;2;4;
hiena;nom;-;0;1;0;5;
quizumba;nom;-;0;1;0;4;
artrópodes;nom;+;1;0;0;5;
falido;adj;-;0;2;0;4;
vindimador;nom;-;0;1;0;5;
cortador;nom;-;0;1;0;4;
leste;nom;+;2;0;0;4;
viciação;nom;-;0;2;0;4;
candonguice;nom;-;1;2;0;3;
mercúrio;nom;+;2;0;0;5;
embelecador;nom;-;0;1;0;5;
amacacado;adj;-;0;1;0;3;
apupo;nom;+;1;0;0;3;
imo;nom;+;2;0;0;4;
cu;nom;+;1;0;0;4;
avolumar-se;vrb;+;1;0;0;3;
gigantizar-se;vrb;+;1;0;0;4;
doble;adj;-;0;1;0;3;
preluzente;adj;+;1;0;0;5;
albardeiro;adj,nom;-;0;1;0;5;
congeminado;adj;+;3;0;0;4;
contra-indicar;vrb;+;1;0;0;4;
jalne;adj;-;0;1;0;5;
gualde;adj;-;0;1;0;4;
sobredourar;vrb;+;1;0;0;1;
labéu;nom;-;0;1;0;2;
amassar;vrb;-;0;3;0;2;
descaroável;adj;-;0;2;0;3;
superlotado;adj;+;1;0;0;3;
desestagnar;vrb;+;1;0;0;4;
fornecimento;nom;+;2;0;1;4;
lestamente;adv;+;2;0;0;7;
inconfundível;adj;+;1;0;0;4;
designativo;adj;+;2;0;0;5;
submersão;nom;+;2;1;0;4;
comprimir-se;vrb;0;0;0;1;4;
desultrajar;vrb;+;1;0;0;5;
dessepultar;vrb;+;2;0;0;3;
morbo;nom;-;0;1;0;3;
morouço;nom;+;2;0;0;5;
pentear;vrb;-;0;1;0;4;
bem-educado;adj;+;1;0;0;3;
desapartar;vrb;+;1;0;0;3;
rangar;vrb;A;1;0;1;3;
cortar-se;vrb;A;1;0;1;4;
trocho;nom;A;1;1;0;4;
flexibilidade;nom;+;2;0;0;3;
balbucio;nom;+;1;0;0;4;
desinência;nom;+;1;0;0;3;
cinza;nom,adj;-;0;3;0;4;
titularidade;nom;+;1;0;0;5;
desnaturado;adj;-;0;3;0;3;
romano;adj,nom;+;1;0;0;7;
ítalo;adj;+;1;0;0;6;
desembolso;nom;-;0;1;0;5;
animalização;nom;-;0;1;0;5;
atriquia;nom;-;0;1;0;7;
atricose;nom;-;0;1;0;6;
estadão;nom;-;0;3;0;2;
lidador;nom;+;1;0;0;6;
nudez;nom;+;2;0;0;3;
zorra;nom;-;0;2;0;3;
felicitação;nom;+;1;0;0;4;
badanar;vrb;0;0;0;2;5;
refrescado;adj;+;1;0;0;3;
antipatizar;vrb;+;1;0;0;4;
demulcir;vrb;-;0;2;0;3;
pára-sol;nom;+;2;0;0;5;
ponticidade;nom;-;0;1;0;5;
quebreira;nom;-;1;2;0;4;
ferrete;nom,adj;-;0;3;1;3;
oleiro;nom;-;0;1;0;6;
pucareiro;nom;-;0;1;0;7;
enxugamento;nom;-;0;1;0;6;
bis;nom;0;0;0;1;4;
abetesgado;adj;-;0;2;0;4;
magrém;nom;-;0;1;0;5;
pataréu;nom;+;1;0;0;6;
doído;adj;-;1;2;0;4;
poltronaria;nom;-;0;2;0;4;
beldade;nom;+;2;0;0;3;
seirão;nom;-;0;1;0;6;
flexuosidade;nom;+;2;0;0;3;
agastadiço;adj;-;1;2;0;4;
tomadiço;adj;+;1;0;0;4;
trespasse;nom;+;2;0;0;4;
desnodar;vrb;0;0;0;1;5;
denodar;vrb;0;0;0;1;4;
decaído;adj;-;0;2;0;3;
tropecilho;nom;-;0;3;0;4;
ignaro;adj;-;0;3;0;4;
bizantino;adj;+;1;0;0;4;
raconto;nom;A;1;1;0;4;
pregaria;nom;-;0;1;0;3;
pregadura;nom;-;0;1;0;4;
docência;nom;+;2;0;0;4;
porrigem;nom;-;0;1;0;4;
tinha;nom;-;0;2;0;3;
entidade;nom;+;2;0;0;3;
dévio;adj;-;0;1;0;3;
pilhérico;adj;+;1;0;0;4;
espinhoso;adj;-;0;3;0;2;
abrolhoso;adj;-;0;3;0;2;
recobramento;nom;+;1;0;0;4;
aranzel;nom;+;2;0;0;4;
dessedentar;vrb;+;1;0;0;4;
indicatório;adj;+;1;0;0;4;
fundar-se;vrb;+;1;0;0;4;
desensopar;vrb;+;2;0;0;4;
heterogéneo;adj;+;1;0;0;6;
compósito;adj;+;1;0;0;5;
luchar;vrb;-;0;1;0;4;
exorcismo;nom;-;0;2;0;5;
conjuro;nom;-;0;1;0;5;
dementado;adj;-;0;1;0;4;
desbordar;vrb;A;1;0;1;3;
esbordar;vrb;0;0;0;2;3;
joeirado;adj;+;1;0;0;4;
embotado;adj;-;0;1;0;4;
abarreirar;vrb;+;1;0;0;3;
estugar;vrb;0;0;0;1;4;
desbarate;nom;+;1;0;0;4;
desatolar;vrb;+;2;0;0;4;
ameninado;adj;-;0;2;0;2;
conglutinar-se;vrb;0;0;0;1;4;
tisicar;vrb;A;1;1;0;4;
contagiado;adj;-;0;2;0;5;
matambira;nom;+;1;0;0;4;
quilatar;vrb;+;3;0;0;3;
evencer;vrb;+;1;0;0;4;
vasculhar;vrb;+;2;0;1;4;
politicamente;adv;+;1;0;0;11;
quebranto;nom;-;1;2;0;4;
quilundo;nom;+;1;0;0;3;
habilíssimo;adj;+;1;0;0;4;
ignóbil;adj;-;0;4;0;3;
obra-prima;nom;+;1;0;0;4;
cobrança;nom;+;1;0;0;4;
acoplagem;nom;+;2;0;0;5;
desconhecedor;nom,adj;-;0;2;0;3;
danar-se;vrb;0;0;0;1;2;
porretada;nom;-;0;1;0;5;
desencrencar;vrb;+;2;0;0;6;
terrificar;vrb;-;0;1;0;5;
marachão;nom;-;0;2;0;5;
optar;vrb;A;1;0;1;4;
anacarar;vrb;-;0;2;0;3;
detersão;nom;+;1;0;0;4;
arrumações;nom;+;1;0;0;3;
amalucar;vrb;+;1;0;0;5;
sistematização;nom;+;1;0;0;4;
metodização;nom;+;1;0;0;5;
chapéu;nom;+;1;0;0;3;
inerme;adj;+;1;0;0;5;
caotizar;vrb;-;0;1;0;2;
salino;adj;-;0;1;0;3;
desequivocar;vrb;+;1;0;0;4;
expedir;vrb;0;0;0;1;2;
abduzir;vrb;+;1;0;0;3;
revocável;adj;-;0;1;0;7;
vasquejante;adj;-;0;1;0;4;
espaçar;vrb;+;4;0;0;3;
badana;nom;-;0;1;0;4;
vigarice;nom;-;1;2;0;3;
alfazar;nom;+;1;0;0;4;
ruborização;nom;-;0;1;0;5;
escandecimento;nom;-;0;2;0;4;
chena;nom;+;1;0;0;4;
ebuliente;adj;-;0;1;0;5;
intimorato;adj;+;2;0;0;4;
burburinho;nom;-;0;2;0;2;
palestrador;nom;-;0;1;0;4;
mariposear;vrb;+;3;0;0;5;
repintar;vrb;+;1;0;0;4;
libente;adj;+;1;0;0;3;
precedentemente;adv;+;1;0;0;5;
vezes;adv;-;0;1;0;4;
alquando;adv;-;0;1;0;5;
cobrimento;nom;+;1;0;0;4;
missionar;vrb;0;0;0;2;3;
revolver-se;vrb;0;0;0;2;3;
agoniado;adj;-;0;3;0;4;
pedrouço;nom;-;0;2;0;4;
forqueadura;nom;0;0;0;1;3;
surribar;vrb;0;0;0;1;4;
multidimensional;adj;-;0;1;0;4;
aniilar;vrb;-;0;1;0;2;
rechear;vrb;+;2;0;0;2;
incisura;nom;+;1;0;0;5;
inserto;adj;+;1;0;0;6;
harmónica;nom;+;1;0;0;7;
mangalaço;nom;-;0;3;0;3;
excarcerar;vrb;+;2;0;0;4;
farfalhada;nom;-;0;2;0;3;
trupe;nom;-;0;2;0;1;
acrescido;adj;+;1;0;0;4;
partitivo;adj;+;1;0;0;7;
segregativo;adj;+;1;0;0;6;
derrocar;vrb;-;0;1;0;1;
derruir;vrb;-;0;1;0;2;
galope;nom;A;1;1;0;5;
agazuar;vrb;+;1;0;0;4;
background;nom;+;2;0;0;4;
segada;nom;-;0;1;0;4;
encartolar;vrb;0;0;0;1;3;
salpicadura;nom;+;1;0;0;5;
labrestar;vrb;+;1;0;0;4;
mostruário;nom;+;3;0;0;6;
reiniciar;vrb;0;0;0;1;4;
encolha;nom;-;0;2;0;5;
imprevisível;adj;+;1;0;0;5;
processado;adj;-;0;1;0;4;
olfacto;nom;+;1;0;0;4;
antevidência;nom;+;1;0;0;4;
tentame;nom;+;3;0;0;3;
exorcista;nom;+;1;0;0;8;
esconjurador;nom;+;1;0;0;9;
valência;nom;+;1;0;0;4;
prostituir-se;vrb;+;1;0;0;4;
rapalhas;nom;-;0;1;0;4;
obturado;adj;-;0;1;0;4;
acracia;nom;-;0;2;0;4;
tenda;nom;-;0;1;0;4;
tentório;nom;-;0;1;0;5;
expeditivo;adj;+;2;0;0;3;
assovinado;adj;-;0;2;0;5;
casca-grossa;adj,nom;-;0;1;0;5;
descambar;vrb;A;1;1;0;5;
virtuoso;adj;+;1;0;0;1;
cirandar;vrb;+;1;0;0;5;
elogiado;adj;+;1;0;0;5;
picadeira;nom;0;0;0;1;5;
bengalinha;nom;+;1;0;0;7;
cabalístico;adj;A;1;1;0;4;
boçalidade;nom;-;0;2;0;4;
sesmar;vrb;+;2;0;0;3;
reuma;nom;-;0;1;0;6;
bruteza;nom;-;0;1;0;5;
coerção;nom;-;0;2;0;3;
rabita;nom;+;1;0;0;6;
membrana;nom;-;0;1;0;4;
intensificado;adj;+;1;0;0;4;
redobrado;adj;A;1;1;0;4;
sustentado;adj;+;1;0;0;4;
desconsentimento;nom;+;1;0;0;5;
refregar;vrb;A;1;0;1;5;
olímpico;adj;+;2;0;0;3;
veteranice;nom;0;0;0;1;6;
descontrolar-se;vrb;+;1;0;0;4;
grumo;nom;-;0;1;0;4;
adimplir;vrb;+;2;0;0;3;
beneficiário;nom;+;1;0;0;5;
porcionário;nom;+;1;0;0;6;
raptador;nom;+;1;0;0;5;
regulação;nom;+;2;0;0;4;
responsabilização;nom;+;1;0;0;4;
arguição;nom;+;3;0;0;4;
galarim;nom;+;2;0;0;5;
desaplaudir;vrb;+;1;0;0;3;
desamigar;vrb;+;1;0;0;6;
andantesco;adj;+;1;0;0;5;
reemergir;vrb;+;1;0;0;4;
tangencialmente;adv;+;2;0;0;12;
transição;nom;0;0;0;1;2;
aventurado;adj;A;1;1;0;4;
leccionação;nom;+;2;0;0;4;
comummente;adv;0;0;0;2;4;
ordenação;nom;+;4;0;0;4;
harpa;nom;+;1;0;0;4;
dealbar;vrb,nom;+;1;0;0;3;
cerimonial;nom;+;2;0;0;5;
declamar;vrb;0;0;0;2;3;
dissídio;nom;+;2;1;0;5;
numerosos;adj;-;0;1;0;5;
mergulhado;adj;A;1;1;0;5;
ferrado;adj;-;0;2;0;4;
enseio;nom;+;1;0;0;5;
deformação;nom;-;0;1;0;6;
dismorfose;nom;-;0;1;0;7;
chateado;adj;-;0;2;0;3;
aperreado;adj;-;0;2;0;4;
empeço;nom;-;0;2;0;4;
foçar;vrb;+;2;0;0;4;
abrejar;vrb;A;0;1;1;4;
copulação;nom;+;1;0;0;4;
assoalhamento;nom;A;1;0;1;3;
desgracioso;adj;-;0;3;0;3;
zimbrar;vrb;A;1;0;1;3;
planificar;vrb;+;1;0;0;4;
desenfiar;vrb;A;1;0;1;4;
acarneirado;adj;A;1;1;0;4;
camposo;adj;+;1;0;0;4;
trapada;nom;-;0;1;0;5;
erubescer;vrb;-;0;3;0;3;
travessear;vrb;+;1;0;0;4;
choquiço;adj;-;0;2;0;3;
zunzunar;vrb;+;1;0;0;5;
berrão;nom;-;0;1;0;6;
empurpurecer;vrb;-;0;1;0;4;
veraz;adj;+;2;0;0;3;
eixo;nom;+;4;0;0;4;
fitucar;vrb;+;2;0;0;3;
santão;nom;-;0;1;0;4;
bofé;adv;0;0;0;1;2;
entroviscar;vrb;+;2;0;0;5;
malignante;adj;-;0;2;0;2;
diluvial;adj;+;1;0;0;5;
chincharavelho;nom;-;0;1;0;4;
colocar-se;vrb;0;0;0;1;3;
retumbância;nom;-;0;2;0;3;
graciosidade;nom;+;3;0;0;3;
clube;nom;+;3;0;0;4;
desorganizar-se;vrb;+;1;0;0;5;
víveres;nom;+;1;0;0;5;
frasca;nom;+;1;0;0;6;
sobretecer;vrb;0;0;0;1;4;
agremiado;adj;+;1;0;0;6;
abstinente;nom;+;3;0;0;4;
acha;nom;+;2;0;0;4;
gostar;vrb;+;3;0;0;4;
bosquejar;vrb;0;0;0;1;3;
oferecimento;nom;+;2;0;0;4;
policitação;nom;+;1;0;0;5;
braguinha;nom;+;1;0;0;7;
espiolhar;vrb;+;1;0;0;4;
férula;nom;-;0;1;0;2;
palmatória;nom;-;0;1;0;3;
trunfa;nom;+;1;0;0;4;
cidadela;nom;+;2;0;0;5;
impugnador;nom;-;0;1;0;5;
oxidado;adj;+;1;0;0;6;
bolónio;nom;+;1;0;0;3;
renitência;nom;-;1;3;0;3;
encalmar;vrb;+;1;0;0;3;
precípuo;adj;+;2;0;0;4;
clima;nom;+;2;0;0;3;
irreligião;nom;-;0;2;0;2;
esvaziamento;nom;+;1;0;0;4;
despejamento;nom;+;2;0;0;4;
catoniano;adj;-;0;3;0;3;
aceirar;vrb;+;1;0;0;3;
junta;nom;+;2;0;0;5;
molde;nom;+;1;0;0;3;
apoquentado;adj;-;0;1;0;4;
cavar;vrb;0;0;0;1;2;
catraio;nom;-;0;2;0;4;
esperdiçador;nom;-;0;1;0;4;
tachar-se;vrb;0;0;0;1;3;
venusto;adj;+;3;0;0;3;
leteu;adj;-;0;1;0;4;
tenência;nom;+;1;0;0;3;
pires;adj;-;0;2;0;3;
vapular;vrb;0;0;0;1;3;
vandálico;adj;-;0;1;0;3;
bofá;adv;0;0;0;2;2;
punhal;nom;-;0;1;0;7;
coactar;vrb;-;0;1;0;4;
herança;nom;+;1;0;0;4;
messalínico;adj;-;0;1;0;3;
rarescer;vrb;+;2;0;0;4;
poupado;adj,nom;+;3;0;0;3;
numerário;nom;+;1;0;0;4;
babélico;adj;-;0;2;0;4;
laconismo;nom;-;0;1;0;3;
incriminado;adj;A;1;1;0;4;
incrassar;vrb;+;1;0;0;4;
evulsão;nom;-;0;1;0;5;
cangarilhada;nom;A;1;1;0;2;
interrogatório;nom,adj;A;1;1;0;4;
cirandado;adj;A;1;1;0;5;
satisdação;nom;+;1;0;0;3;
asselvajar-se;vrb;+;1;0;0;6;
barbarizar;vrb;+;1;0;0;5;
facundo;adj;+;1;0;0;5;
diserto;adj;+;2;0;0;5;
minoração;nom;+;1;0;0;3;
encovado;adj;-;0;2;0;3;
furdão;nom;+;1;0;0;5;
tapete;nom;+;1;0;0;8;
aconchego;nom;+;2;0;0;3;
volatilizar;vrb;A;1;1;0;4;
pilau;nom;-;0;1;0;5;
afirmativa;nom;+;1;0;0;5;
malfalante;adj;-;0;1;0;6;
esguichar;vrb;+;1;0;0;4;
remanchão;adj;-;0;1;0;4;
solicitado;adj;+;1;0;0;5;
duradoiro;adj;+;1;0;0;5;
bugiaria;nom;+;2;0;0;5;
cóscoro;adj;-;0;1;0;5;
desborcinar;vrb;0;0;0;1;5;
cuidadosamente;adv;+;1;0;0;10;
preciosamente;adv;+;1;0;0;11;
paliativo;nom;+;2;0;0;4;
acaramular;vrb;+;1;0;0;4;
degrau;nom;+;1;0;0;4;
rebato;nom;A;1;0;1;4;
assertor;nom;+;1;0;0;6;
jáculo;nom;+;1;0;0;5;
dificilmente;adv;-;0;2;0;2;
serão;nom;+;1;0;0;5;
soirée;nom;+;2;0;0;6;
unissonante;adj;-;0;1;0;4;
citado;adj;-;0;1;0;5;
visado;adj;-;0;1;0;4;
jorna;nom;+;1;0;0;6;
fiadura;nom;+;1;0;0;4;
improlífico;adj;-;0;2;0;4;
dote;nom;+;1;0;0;2;
luxação;nom;-;0;1;0;5;
singrar;vrb;+;2;0;0;3;
tarrinheira;nom;+;1;0;0;7;
condicente;adj;+;1;0;0;4;
acéfalo;adj;-;0;1;0;4;
calva;nom;+;2;0;0;5;
sanguento;adj;-;0;4;0;4;
desbarranco;nom;+;1;0;0;7;
purpúreo;adj;-;0;1;0;7;
frâmea;nom;+;1;0;0;4;
dolce;adv;+;1;0;0;6;
compunção;nom;+;2;0;0;5;
desandar;vrb;-;0;1;0;4;
penetrais;nom;+;2;0;0;4;
implacabilidade;nom;-;0;1;0;3;
maltratado;adj;-;0;1;0;5;
catequese;nom;+;2;0;0;3;
motineiro;adj;-;0;1;0;4;
menu;nom;+;1;0;0;5;
suvão;nom;-;0;2;0;4;
estacionamento;nom;+;1;0;0;4;
criminação;nom;+;1;0;0;5;
certeiro;adj;+;3;0;0;3;
regueiro;nom;+;2;0;0;6;
cravelha;nom;-;0;1;0;6;
clavija;nom;-;0;1;0;7;
advogado;nom;+;3;0;0;5;
tempestear;vrb;A;1;1;1;3;
peixeiro;nom;0;0;0;1;5;
riacho;nom;+;1;0;0;4;
influenciável;adj;-;0;1;0;2;
amansadela;nom;+;1;0;0;5;
corredor;nom;+;1;0;0;5;
requietório;nom;+;1;0;0;5;
magicar;vrb;+;1;0;0;3;
emmeio;nom;+;2;0;0;4;
judicativo;adj;+;1;0;0;4;
desmotivação;nom;-;0;2;0;3;
novíssimo;adj;-;0;1;0;4;
aerificar;vrb;+;1;0;0;5;
geometricamente;adv;0;0;0;1;3;
monangamba;nom;+;1;0;0;4;
explicado;adj;+;2;0;0;5;
documentado;adj;+;1;0;0;5;
derriça;nom;+;1;0;0;3;
desapontamento;nom;-;0;1;0;2;
desauxílio;nom;-;0;1;0;5;
apinhar;vrb;+;2;0;0;3;
empilhar;vrb;+;3;0;0;4;
encender;vrb;+;5;0;0;3;
deliciar-se;vrb;+;2;0;0;5;
deleitar;vrb;+;2;0;0;4;
fornido;adj;+;1;0;0;3;
esfacelo;nom;+;2;1;0;3;
cornicão;nom;+;1;0;0;6;
pesporrente;nom;+;1;0;0;4;
espirituoso;adj;+;3;0;0;3;
atomatar;vrb;-;0;1;0;2;
forca;nom;-;0;1;0;2;
transiente;adj;-;0;4;0;4;
apropinquar;vrb;0;0;0;1;3;
moscado;adj;+;2;0;0;5;
capitalista;nom,adj;+;1;0;0;5;
desdouro;nom;-;0;3;0;3;
dobre;adj;A;1;1;0;3;
acolhida;nom;+;2;0;0;4;
lanceta;nom;+;1;0;0;7;
raptar;vrb;+;2;0;0;4;
proparoxítono;adj;+;1;0;0;5;
muitas;nom;-;0;1;0;7;
assonar;vrb;0;0;0;1;3;
enrugado;adj;-;0;1;0;5;
crispado;adj;-;0;1;0;4;
cubagem;nom;+;1;0;0;2;
apoiante;nom;+;2;0;0;6;
pontual;adj;+;1;0;0;2;
infecção;nom;-;0;1;0;4;
amaro;adj;-;0;1;0;3;
alvacá;nom;+;1;0;0;7;
guarda-pratas;nom;+;1;0;0;5;
argentário;nom,adj;+;1;0;0;4;
fermento;nom;A;1;1;0;5;
baldroca;nom;-;0;3;0;2;
abispado;adj;+;2;0;0;3;
descarregamento;nom;+;1;0;0;5;
elefantíaco;adj;-;0;1;0;3;
factura;nom;+;3;0;0;4;
pigmentação;nom;+;1;0;0;5;
atópico;adj;-;0;1;0;5;
fermentação;nom;-;0;2;0;3;
ressequido;adj;-;0;3;0;4;
resseco;adj;-;0;1;0;5;
drástico;adj;A;1;1;0;3;
esmerilador;nom;0;0;0;1;6;
criticador;nom;-;0;1;0;3;
terminal;adj;+;1;0;0;4;
pé-frio;adj;A;1;1;0;4;
ruindade;nom;-;0;1;0;2;
calamocada;nom;-;0;2;0;3;
trinquevale;nom;-;0;1;0;4;
compenetrar-se;vrb;+;1;0;0;3;
regulamentação;nom;+;1;0;0;4;
ulisseu;adj;-;0;2;0;4;
justificar-se;vrb;+;2;0;0;4;
estercoroso;adj;-;0;1;0;4;
erguida;nom;A;1;0;1;3;
adrenalina;nom;-;0;2;0;3;
entronquecer;vrb;+;1;0;0;4;
trasfoliar;vrb;-;0;1;0;3;
intumescência;nom;+;1;0;0;4;
cataluna;nom;+;1;0;0;3;
repetência;nom;0;0;0;1;4;
cipó;nom;-;0;1;0;4;
apropinquação;nom;+;1;0;0;6;
acervar;vrb;+;2;0;0;4;
robe;nom;-;0;1;0;7;
defecação;nom;+;1;0;0;5;
telheiro;nom;+;2;0;0;4;
pipoco;nom;-;0;2;0;3;
desainar;vrb;-;0;1;0;4;
piqueta;nom;+;1;0;0;6;
canhenho;nom,adj;A;1;1;0;4;
farrapilha;nom;-;0;1;0;4;
fraca-roupa;nom;-;0;1;0;3;
gebreira;nom;+;2;0;0;4;
